Unnamed: 0,Timestamp,Component_Name,Part_Number,Description,Quantity,Material,Supplier,Unit_Cost,Lead_Time,Criticality,Source_of_Supply,Revision_Level,Manufacturing_Process,Quality_Standards,Testing_Requirements,Assembly_Instructions,Subassembly_Level,Weight,Packaging_Information,Environmental_Compliance,Safety_Considerations,Demand
6,2023-02-01 08:00:00,PMS-001,65188,Acoustic Control Unit,1,"Copper, Magnetic Alloy",Vendor UU,5000,10 weeks,Medium,External,B.1,HEA Integration,SEMI S456,Beam Collimation Accuracy Test,Provided by vendor,Level 1,39,Custom packaging,"RoHS, REACH",-,90.0
0,2027-01-01 08:00:00,TOF-001,71131,Control system for plasma parameters,1,"Polyethylene, Silicon",Vendor OO,10177,14 weeks,High,External,A.1,Plasma Brush Technology,SEMI S789,Separation Efficiency Test,Provided by vendor,Level 1,82,Custom crate,"RoHS, REACH",-,240.0
0,2024-01-01 08:00:00,ISA-002,99001,Acoustic Control Unit,1,Stainless Steel,Vendor PP,29068,12 weeks,High,External,A.2,CNC Machining,SEMI S345,Gas Purity Analysis,Provided by vendor,Level 1,45,Custom crate,"RoHS, REACH",-,90.0
9,2024-08-01 08:00:00,VS-002,66111,High-Voltage Modulator,1,"Aluminum, Optical Glass",Vendor ZZ,21593,14 weeks,High,External,B.2,CNC Machining,SEMI S234,Ultrasonic Testing,Provided by vendor,Level 2,76,Custom crate,"RoHS, REACH",Safety interlocks during operation,154.0
0,2023-08-01 08:00:00,AFR-002,11223,Plasma Control System,1,"Ceramic, Polyurethane",Vendor MM,14458,15 weeks,High,External,B.2,Hydrogen Activation Process,SEMI S890,Magnetic Field Strength Test,Provided by vendor,Level 2,64,Custom crate,"RoHS, REACH",,240.0
26,2026-12-01 08:00:00,PSA-001,11223,RF Generator and Electrostatic Chuck Assembly,1,"Titanium, Quartz",Vendor K,5000,10 weeks,Medium,External,A.3,PMS Integration,SEMI S234,Gas Composition Analysis,Provided by vendor,Level 2,78,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
8,2024-04-01 08:00:00,DAS-002,99001,RF Generator and Electrostatic Chuck Assembly,1,"Gold, Quartz",Vendor UU,28619,20 weeks,High,External,A.1,Ion Implantation Process,SEMI S456,Reactive Ionization Test,Provided by vendor,Level 2,136,Custom crate,"RoHS, REACH",Safety interlocks during handling,214.0
7,2025-08-01 08:00:00,PDM-002,11223,Micro-Etching Module,1,Stainless Steel,Vendor EE,5000,14 weeks,High,External,B.2,Electronic Assembly,SEMI S345,Plasma Characteristics Analysis,Provided by vendor,Level 1,37,Digital delivery,"RoHS, REACH",Safety interlocks during operation,90.0
0,2025-12-01 08:00:00,MFM-002,11223,RF Generator and Electrostatic Chuck Assembly,1,Electronic Components,Vendor OO,27532,18 weeks,High,External,B.2,Quartz Fabrication,SEMI S345,Electrical Tests,Provided by vendor,Level 2,200,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
39,2023-04-01 08:00:00,CMP-002,69761,Extreme Ultraviolet Light Source,1,"Plastic, Aluminum",Vendor X,16683,15 weeks,High,External,A.3,EDA Integration,SEMI S456,Functional Tests,Provided by vendor,Level 2,83,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
1,2027-04-01 08:00:00,DIE-001,45275,Fourier Transform Infrared Spectroscopy Module,1,Aluminum Alloy,Vendor EE,30000,18 weeks,High,External,A.3,Photolithography Integration,SEMI S567,Leak Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2026-05-01 08:00:00,CVL-002,63889,Robot arm and wafer chuck,1,"Plastic, Aluminum",Vendor H,30000,15 weeks,Medium,External,A.3,PMS Integration,SEMI S456,Deposition Uniformity Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,171.0
41,2025-03-01 08:00:00,PDM-002,60590,Mid-Infrared Spectroscopy Module,1,Various,Vendor GG,30000,22 weeks,High,External,A.3,Integration of Diagnostics,SEMI S234,Magnetic Field Uniformity Test,Provided by vendor,Level 2,76,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
43,2025-03-01 08:00:00,DAC-002,22898,Plasma Control Software System,1,"Stainless Steel, Glass",Vendor E,26363,8 weeks,Medium,External,A.2,Vacuum Technology,SEMI S567,Dielectric Barrier Discharge Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,90.0
56,2027-11-01 08:00:00,HEA-002,11223,Atomic Force Resonance Module,1,"Inconel, Polyurethane",Vendor RR,30000,12 weeks,Medium,External,B.1,Quartz Fabrication,SEMI S123,Plasma Resonance Frequency Test,Provided by vendor,Level 2,25,Custom packaging,"RoHS, REACH",-,120.0
0,2026-10-01 08:00:00,NANO-002,89271,Photolithography Enhancement Unit,1,Stainless Steel,Vendor VV,30000,14 weeks,Medium,External,A.3,HVM Integration,SEMI S678,Cleaning Efficiency Test,Provided by vendor,Level 1,130,Custom crate,"RoHS, REACH",Safety interlocks during operation,211.0
6,2027-05-01 08:00:00,GDS-001,96798,Nanoparticle Deposition Module,1,Various,Vendor UU,30000,15 weeks,High,External,A.3,Integration of Diagnostics,SEMI S234,Electrical Tests,Provided by vendor,Level 2,25,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
32,2026-05-01 08:00:00,HEA-002,11223,Ion Implantation Module,1,Aluminum Alloy,Vendor JJ,30000,16 weeks,High,External,A.2,Ion Implantation Process,SEMI S234,Particle Acceleration Test,Provided by vendor,Level 2,113,Digital delivery,"RoHS, REACH",Safety interlocks during operation,225.0
37,2026-12-01 08:00:00,ION-002,11223,Advanced Plasma Source,1,Electronic Components,Vendor U,5000,8 weeks,Medium,External,B.2,GC Integration,SEMI S678,Separation Efficiency Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,150.0
0,2026-04-01 08:00:00,TOF-001,11223,Plasma Control Software System,1,"Aluminum, Optical Glass",Vendor UU,12589,22 weeks,Medium,External,A.3,"Laser Cutting, Assembly",SEMI S123,Acoustic Wave Control Test,Provided by vendor,Level 2,120,Custom crate,"RoHS, REACH",-,240.0
3,2023-02-01 08:00:00,PRA-001,11223,System for controlling gas flow rates,1,"Aluminum, Optical Glass",Vendor PP,12257,12 weeks,Medium,External,A.1,Electronic Assembly,SEMI S789,Pressure Uniformity Test,Provided by vendor,Level 2,84,,"RoHS, REACH",Safety interlocks during operation,240.0
52,2027-03-01 08:00:00,DAC-002,11223,Main chamber body,1,"Ceramic, Silicon",Vendor AAA,20438,14 weeks,High,External,B.2,"CNC Machining, Welding",SEMI S234,Separation Efficiency Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,96.0
54,2027-03-01 08:00:00,ISA-002,55286,Atomic Force Resonance Module,1,Various,Vendor TT,30000,20 weeks,High,External,A.1,MEMS Fabrication,SEMI S678,Gas Composition Analysis,Provided by vendor,Level 2,38,Custom crate,"RoHS, REACH",-,212.0
45,2025-03-01 08:00:00,PSU-002,88336,Robot arm and wafer chuck,1,"Ceramic, Polyurethane",Vendor RR,5000,14 weeks,Medium,External,A.2,Electronic Assembly,SEMI S345,Gas Purity Analysis,Provided by vendor,Level 1,25,Custom packaging,"RoHS, REACH",-,90.0
14,2027-06-01 08:00:00,CMP-002,99001,Residual Gas Analyzer,1,"Zinc Sulfide, Aluminum",Vendor JJ,16870,12 weeks,Medium,External,B.2,AFM Integration,SEMI S345,Voltage Limiting Test,Provided by vendor,Level 1,55,Custom crate,"RoHS, REACH",-,90.0
58,2025-12-01 08:00:00,NEW-001,28125,High-Energy Accelerator,1,Electronic Components,Vendor KK,13784,16 weeks,High,External,B.1,"CNC Machining, Welding",SEMI S567,Terahertz Wave Analysis,Provided by vendor,Level 2,110,Custom packaging,"RoHS, REACH",Safety interlocks during handling,90.0
58,2023-08-01 08:00:00,UTS-002,83898,Diagnostic tools for monitoring plasma,1,Various,Vendor BB,30000,22 weeks,High,External,A.1,Integration of Diagnostics,SEMI S567,Data Accuracy Test,Provided by vendor,Level 2,41,,"RoHS, REACH",,144.0
22,2026-09-01 08:00:00,GC-002,11223,Data Acquisition System,1,Electronic Components,Vendor V,5000,14 weeks,Medium,External,B.2,Photolithography Integration,SEMI S789,Resolution Enhancement Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
58,2026-06-01 08:00:00,RFI-002,80632,Closed-loop coolant system,1,"Stainless Steel, Glass",Vendor WW,23748,10 weeks,Medium,External,B.1,"Laser Cutting, Assembly",SEMI S678,Robotic Tests,Provided by vendor,Level 2,25,Custom packaging,"RoHS, REACH",Safety interlocks during maintenance,90.0
27,2026-10-01 08:00:00,TOF-001,11223,Plasma Control System,1,"Aluminum, Optical Glass",Vendor Y,5000,14 weeks,Medium,External,A.2,Ion Implantation Process,SEMI S345,Particle Acceleration Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,240.0
54,2025-01-01 08:00:00,MFM-002,35149,Chemical Mechanical Polishing Unit,1,"Ferrite, Copper",Vendor X,30000,22 weeks,High,External,A.1,Vacuum Technology,SEMI S234,Terahertz Wave Analysis,Provided by vendor,Level 2,37,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,2024-01-01 08:00:00,GC-002,12848,Scanning Probe Microscopy System,1,Aluminum Alloy,Vendor O,26994,14 weeks,Medium,External,B.2,RFS Integration,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 1,123,Custom crate,"RoHS, REACH",-,240.0
23,2023-07-01 08:00:00,MEMS-002,16594,Mass Spectrometry Analyzer,1,"Glass, Quartz",Vendor I,5000,8 weeks,Medium,External,A.2,RFS Integration,SEMI S890,Voltage Modulation Test,Provided by vendor,Level 2,81,Custom crate,"RoHS, REACH",-,90.0
58,2027-04-01 08:00:00,GC-002,99001,Plasma Control Software System,1,Electronic Components,Vendor MM,28360,20 weeks,Medium,External,A.1,CNC Machining,SEMI S456,RFQ Stability Test,Provided by vendor,Level 1,25,Custom packaging,"RoHS, REACH",Safety interlocks during operation,90.0
0,2025-05-01 08:00:00,NANO-002,11841,RF Generator and Electrostatic Chuck Assembly,1,"Zinc Sulfide, Aluminum",Vendor OO,10100,16 weeks,High,External,A.3,Software Development,SEMI S678,Gas Purity Analysis,Provided by vendor,Level 2,87,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
58,2023-05-01 08:00:00,DIE-001,74272,High-performance vacuum system,1,Various,Vendor JJ,13936,14 weeks,High,External,A.2,LBC Integration,SEMI S567,Resolution Enhancement Test,Provided by vendor,Level 2,30,Custom crate,"RoHS, REACH",Safety interlocks during operation,143.0
0,2024-06-01 08:00:00,DAC-002,11223,Gas Chromatography Module,1,Carbon Composite,Vendor II,22803,15 weeks,High,External,A.3,"CNC Machining, Welding",SEMI S567,Resolution Enhancement Test,Provided by vendor,Level 1,65,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,240.0
32,2026-08-01 08:00:00,HVM-002,64440,Plasma Control System,1,"Copper, Ceramic",Vendor HH,30000,20 weeks,Medium,External,A.2,TOF-MS Integration,SEMI S678,Leak Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
48,2024-04-01 08:00:00,PDM-002,96211,Time-of-Flight Mass Spectrometry Module,1,Aluminum Alloy,Vendor LL,17473,15 weeks,High,External,B.2,Integration of Diagnostics,SEMI S234,Dielectric Barrier Discharge Test,Provided by vendor,Level 2,58,Custom packaging,,Safety interlocks during operation,240.0
3,2023-07-01 08:00:00,PLC-002,27194,Ultrasonic Testing System,1,Stainless Steel,Vendor BBB,30000,22 weeks,High,External,A.3,Photolithography Integration,SEMI S789,Helium Leak Test,Provided by vendor,Level 2,135,Custom packaging,"RoHS, REACH",Safety interlocks during operation,217.0
48,2025-03-01 08:00:00,RMS-002,94323,Gas distribution manifold,1,"Aluminum Alloy, Ceramic",Vendor K,30000,14 weeks,High,External,B.2,Ultrasonic Testing Integration,SEMI S678,Mass Accuracy Test,Provided by vendor,Level 2,40,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
36,2024-11-01 08:00:00,PHOTO-002,87509,Electrochemical Deposition Apparatus,1,"Plastic, Aluminum",Vendor KK,22871,14 weeks,High,External,A.2,FTIR Spectroscopy Integration,SEMI S789,Terahertz Wave Analysis,Provided by vendor,Level 2,105,Digital delivery,"RoHS, REACH",Safety interlocks during operation,191.0
7,2025-10-01 08:00:00,DAS-002,11223,Reactive Mass Spectrometry Module,1,Stainless Steel,Vendor GG,22268,14 weeks,Medium,External,B.2,Photolithography Integration,SEMI S789,Activation Efficiency Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,214.0
26,2023-01-01 08:00:00,PDM-002,99001,RF Generator and Electrostatic Chuck Assembly,1,"Titanium, Glass",Vendor U,14418,14 weeks,High,External,A.3,MFM Integration,SEMI S234,Electrical Safety Tests,Provided by vendor,Level 2,93,Custom packaging,"RoHS, REACH",Safety interlocks during operation,176.0
11,2025-10-01 08:00:00,PLC-002,52891,Photolithography Enhancement Unit,1,"Silicon, Aluminum",Vendor CCC,5000,16 weeks,Medium,External,B.1,EUV Technology,SEMI S789,Functional Tests,Provided by vendor,Level 1,103,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
18,2026-06-01 08:00:00,AFR-002,54832,Photolithography Enhancement Unit,1,Stainless Steel,Vendor GG,22554,12 weeks,Medium,External,A.1,MEMS Fabrication,ISO 9001,Gas Composition Analysis,Provided by vendor,Level 2,95,Custom crate,"RoHS, REACH",Safety interlocks during lid opening,240.0
14,2027-06-01 08:00:00,RFS-002,99001,Electrostatic Magnetic Field Module,1,Electronic Components,Vendor I,22343,14 weeks,Medium,External,A.1,Flow Rate Calibration,SEMI S234,Gas Composition Analysis,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
58,2023-12-01 08:00:00,PDM-002,25368,Time-of-Flight Mass Spectrometry Module,1,Aluminum Alloy,Vendor L,19772,14 weeks,High,External,A.3,SPA Integration,SEMI S567,Robotic Tests,Provided by vendor,Level 2,26,Custom packaging,"RoHS, REACH",Safety interlocks during operation,119.0
27,2027-05-01 08:00:00,ISA-002,11223,Spectroscopic Ellipsometry Module,1,"Silicon, Aluminum",Vendor XX,11937,20 weeks,High,External,A.1,CVL Integration,SEMI S234,Polishing Uniformity Test,Provided by vendor,level 1,82,,"RoHS, REACH",Safety interlocks during operation,133.0
12,2025-03-01 08:00:00,PCB-002,12146,Magnetic Field Manipulation Unit,1,Electronic Components,Vendor MM,6064,20 weeks,Medium,External,B.1,EDA Integration,ISO 9001,Data Accuracy Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,201.0
58,2027-10-01 08:00:00,GDS-001,11223,Photolithography Enhancement Unit,1,Silicon,Vendor QQ,30000,14 weeks,Medium,External,A.1,RFS Integration,SEMI S567,Control System Tests,Provided by vendor,Level 1,33,Custom crate,"RoHS, REACH",-,114.0
9,2026-06-01 08:00:00,LBC-002,13964,Gas purification and filtration,1,Various,Vendor M,5000,20 weeks,High,External,A.1,PMS Integration,SEMI S678,Beam Collimation Accuracy Test,Provided by vendor,Level 2,39,Custom crate,,Safety interlocks during operation,116.0
58,2023-06-01 08:00:00,WLS-002,13675,Spectroscopic Ellipsometry Module,1,"Aluminum, Optical Glass",Vendor R,9748,12 weeks,Medium,External,B.1,CNC Machining,SEMI S567,Ultrasonic Testing,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,103.0
42,2023-11-01 08:00:00,VS-002,52534,Main chamber body,1,"Titanium, Quartz",Vendor AA,26900,20 weeks,High,External,B.1,GC Integration,SEMI S678,Pressure Test,Provided by vendor,Level 1,43,Custom crate,"RoHS, REACH",,102.0
0,2027-01-01 08:00:00,PMS-001,78334,High-Energy Accelerator,1,"Quartz, Dielectric Materials",Vendor J,14194,18 weeks,High,External,A.1,MEMS Fabrication,SEMI S567,Terahertz Wave Analysis,Provided by vendor,Level 2,44,Custom packaging,"RoHS, REACH",Safety interlocks during operation,196.0
27,2024-07-01 08:00:00,NANO-002,11223,Diagnostic tools for monitoring plasma,1,"Titanium, Quartz",Vendor DD,30000,22 weeks,High,External,B.2,CNC Machining,SEMI S234,Spectral Analysis Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2024-04-01 08:00:00,EUV-001,86016,Nanoparticle Deposition Module,1,"Aluminum Alloy, Glass",Vendor YY,30000,22 weeks,High,External,B.2,Integration of Diagnostics,SEMI S234,Helium Leak Test,Provided by vendor,Level 2,144,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
58,2027-07-01 08:00:00,HEA-002,99001,Lid for chamber,1,"Gold, Polymer",Vendor O,30000,14 weeks,High,External,A.2,"Laser Cutting, Assembly",SEMI S234,Ion Dose Uniformity Test,Provided by vendor,Level 1,55,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
54,2025-07-01 08:00:00,DAC-002,11379,Main chamber body,1,Stainless Steel,Vendor W,5000,14 weeks,Medium,External,A.3,MFM Integration,SEMI S456,Plasma Uniformity Test,Provided by vendor,Level 2,25,Custom packaging,"RoHS, REACH",Safety interlocks during maintenance,90.0
32,2027-01-01 08:00:00,ACU-002,14299,Fourier Transform Infrared Spectroscopy Module,1,"Titanium, Silicon",Vendor MM,5000,10 weeks,Medium,External,B.1,Plasma Brush Technology,SEMI S456,Beam Collimation Accuracy Test,Provided by vendor,Level 2,32,Custom crate,"RoHS, REACH",-,214.0
52,2025-11-01 08:00:00,LPC-002,11223,Cathode Voltage Limiter,1,"Inconel, Polyurethane",Vendor N,24637,12 weeks,High,External,A.1,AFM Integration,SEMI S234,Wavelength Accuracy Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2027-03-01 08:00:00,WHS-001,99001,Diagnostic tools for monitoring plasma,1,"Aluminum Alloy, Ceramic",Vendor BB,25128,15 weeks,High,External,A.3,Integration of Diagnostics,SEMI S890,Resolution Test,Provided by vendor,Level 2,144,Custom packaging,"RoHS, REACH",Safety interlocks during operation,233.0
16,2027-08-01 08:00:00,LBC-002,48505,Plasma Control System,1,Silicon,Vendor AA,5000,18 weeks,High,External,A.1,FTIR Spectroscopy Integration,SEMI S234,Particle Acceleration Test,Provided by vendor,Level 2,129,Custom packaging,"RoHS, REACH",Safety interlocks during operation,204.0
0,2025-04-01 08:00:00,CS-002,63033,Chemical Mechanical Polishing Unit,1,"Ferrite, Copper",Vendor GG,10649,22 weeks,High,External,A.1,Thermoelectric Cooling,SEMI S123,Particle Acceleration Test,Provided by vendor,Level 2,85,,"RoHS, REACH",-,240.0
58,2027-07-01 08:00:00,CHM-001,99001,Plasma Resonance Analyzer,1,"Copper, Silicon",Vendor CCC,29450,14 weeks,High,External,B.2,Quartz Fabrication,SEMI S789,Cleaning Efficiency Test,Provided by vendor,Level 2,132,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
0,2026-09-01 08:00:00,CHM-001,83312,High-Voltage Modulator,1,"Stainless Steel, Glass",Vendor L,30000,14 weeks,Medium,External,A.2,Software Development,SEMI S123,Gas Composition Analysis,Provided by vendor,Level 1,29,Custom packaging,"RoHS, REACH",-,90.0
31,2023-06-01 08:00:00,DAS-002,99001,Advanced Plasma Source,1,"Zinc Sulfide, Aluminum",Vendor AAA,28177,18 weeks,High,External,B.2,Integration of Diagnostics,SEMI S234,Resolution Enhancement Test,Provided by vendor,Level 2,35,,"RoHS, REACH",,198.0
4,2024-09-01 08:00:00,ISA-002,19725,System for controlling gas flow rates,1,"Electronic Components, Ceramic",Vendor N,7781,12 weeks,Medium,External,B.1,Electronics Integration,SEMI S789,Visual Inspection,Provided by vendor,Level 1,50,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,231.0
40,2025-09-01 08:00:00,THZ-001,11223,Photolithography Enhancement Unit,1,Software,Vendor UU,6809,16 weeks,High,External,A.3,SPS Integration,SEMI S789,Plasma Resonance Frequency Test,Provided by vendor,Level 2,26,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
6,2025-04-01 08:00:00,HGA-001,58858,Robot arm and wafer chuck,1,"Gold, Quartz",Vendor UU,28275,12 weeks,High,External,A.3,LBC Integration,SEMI S456,Analog Signal Accuracy Test,Provided by vendor,Level 1,82,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
55,2023-01-01 08:00:00,SPS-001,11223,Scanning Probe Microscopy System,1,Quartz,Vendor X,30000,16 weeks,Medium,External,A.3,CMP Technology,SEMI S234,Robotic Tests,Provided by vendor,Level 2,25,Custom packaging,"RoHS, REACH",Safety interlocks during operation,217.0
10,2023-04-01 08:00:00,CHM-001,13680,Ultrasonic Testing System,1,Software,Vendor B,9299,14 weeks,Medium,External,A.2,MIR Spectroscopy Integration,SEMI S789,Cleaning Efficiency Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,173.0
14,2024-10-01 08:00:00,THZ-001,68869,Hydrogen Gas Activation Unit,1,"Glass, Quartz",Vendor NN,20690,12 weeks,Medium,External,B.2,FTS Integration,SEMI S234,Ellipsometry Accuracy Test,Provided by vendor,Level 2,32,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,90.0
58,2025-12-01 08:00:00,VS-002,91521,Chemical Mechanical Polishing Unit,1,"Aluminum, Optical Glass",Vendor ZZ,30000,16 weeks,High,External,A.1,EMF Integration,SEMI S345,Spectral Analysis Test,Provided by vendor,Level 2,93,Custom crate,"RoHS, REACH",,198.0
12,2023-12-01 08:00:00,ISA-002,18996,Diagnostic tools for monitoring plasma,1,Electronic Components,Vendor E,12422,20 weeks,Medium,External,B.2,TOF-MS Integration,SEMI S456,Resolution Enhancement Test,Provided by vendor,Level 1,38,,"RoHS, REACH",-,90.0
34,2026-11-01 08:00:00,PDM-002,99001,Gas Chromatography Module,1,Aluminum Alloy,Vendor P,30000,15 weeks,High,External,A.3,Software Development,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 2,61,Custom crate,"RoHS, REACH",Safety interlocks during operation,215.0
7,2024-01-01 08:00:00,LPC-002,99001,Gas Chromatography Module,1,Stainless Steel,Vendor R,8096,14 weeks,Medium,External,B.2,AFR Integration,SEMI S678,Separation Efficiency Test,Provided by vendor,Level 1,87,Custom crate,"RoHS, REACH",-,90.0
24,2025-09-01 08:00:00,MAS-002,18523,Mass Spectrometry Analyzer,1,"Silicon, Aluminum",Vendor EE,30000,14 weeks,High,External,A.2,MEMS Fabrication,SEMI S234,Spectral Analysis Test,Provided by vendor,Level 2,193,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
8,2023-06-01 08:00:00,DIE-001,11223,Dielectric Barrier Discharge Unit,1,"Copper, Silicon",Vendor DD,8081,14 weeks,High,External,B.2,FTS Integration,SEMI S890,Deposition Uniformity Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
0,2027-01-01 08:00:00,LID-001,41476,Gas Chromatography Module,1,"Titanium, Glass",Vendor R,10505,18 weeks,Medium,External,A.2,Plasma Brush Technology,SEMI S567,Voltage Modulation Test,Provided by vendor,Level 1,31,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
18,2027-03-01 08:00:00,THZ-001,11223,Terahertz Spectroscopy Module,1,"Titanium, Glass",Vendor UU,19593,16 weeks,High,External,A.2,Ion Implantation Process,SEMI S789,Functional Tests,Provided by vendor,Level 2,25,Custom packaging,"RoHS, REACH",Safety interlocks during maintenance,227.0
58,2023-11-01 08:00:00,EDA-001,99001,Electrochemical Deposition Apparatus,1,Stainless Steel,Vendor B,30000,16 weeks,High,External,A.2,Integration of Diagnostics,SEMI S234,Functional Tests,Provided by vendor,Level 2,57,,,Safety interlocks during lid opening,102.0
55,2026-04-01 08:00:00,ION-002,95291,Terahertz Spectroscopy Module,1,Stainless Steel,Vendor XX,30000,16 weeks,High,External,A.2,AFR Integration,SEMI S678,Magnetic Field Strength Test,Provided by vendor,Level 2,200,Custom packaging,"RoHS, REACH",Safety interlocks during operation,90.0
42,2027-01-01 08:00:00,AFR-002,11223,Low-Pressure Chamber Module,1,"Ceramic, Polyurethane",Vendor N,19013,18 weeks,High,External,B.1,Ultrasonic Testing Integration,SEMI S678,Nanoparticle Size Analysis,Provided by vendor,level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
32,2026-02-01 08:00:00,DAS-002,29232,High-Energy Accelerator,1,"Aluminum Alloy, Ceramic",Vendor WW,9324,10 weeks,Medium,External,A.1,FTIR Spectroscopy Integration,SEMI S234,Resonance Frequency Test,Provided by vendor,Level 1,30,Custom packaging,"RoHS, REACH",-,90.0
54,2025-09-01 08:00:00,PCB-002,24090,Extreme Ultraviolet Light Source,1,"Quartz, Dielectric Materials",Vendor GG,30000,12 weeks,High,External,A.2,Quartz Fabrication,SEMI S456,Voltage Modulation Test,Provided by vendor,Level 2,40,Custom packaging,"RoHS, REACH",Safety interlocks during operation,225.0
58,2026-09-01 08:00:00,PLC-002,11223,Micro-Etching Module,1,Stainless Steel,Vendor M,5000,22 weeks,Medium,External,A.2,Ion Implantation Process,SEMI S234,Resonance Frequency Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,90.0
5,2027-11-01 08:00:00,MIR-001,72828,Mass Spectrometry Analyzer,1,Various,Vendor T,11132,16 weeks,High,External,A.3,Integration of Diagnostics,SEMI S234,Resolution Enhancement Test,Provided by vendor,Level 2,73,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,2023-04-01 08:00:00,PDM-002,21789,Nanoparticle Deposition Module,1,"Stainless Steel, Glass",Vendor P,30000,20 weeks,High,External,A.3,Ion Implantation Process,SEMI S234,Ellipsometry Accuracy Test,Provided by vendor,Level 2,57,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,2025-10-01 08:00:00,MFM-002,11223,High-voltage power supply,1,Electronic Components,Vendor LL,5000,14 weeks,Medium,External,A.1,GC Integration,SEMI S345,Plasma Characteristics Analysis,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,220.0
32,2023-12-01 08:00:00,RFI-002,39996,Residual Gas Analyzer,1,Ceramic,Vendor II,30000,12 weeks,Medium,External,A.2,LBC Integration,SEMI S456,Reactive Ionization Test,Provided by vendor,Level 1,46,Custom crate,"RoHS, REACH",Safety interlocks during operation,152.0
5,2025-05-01 08:00:00,PCU-002,20727,Electrostatic Magnetic Field Module,1,Silicon,Vendor L,5000,10 weeks,High,External,B.2,CNC Machining,ISO 9001,Beam Collimation Accuracy Test,Provided by vendor,Level 1,104,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
46,2025-09-01 08:00:00,RFS-002,79811,Plasma Control System,1,Electronic Components,Vendor Q,30000,15 weeks,Medium,External,B.2,Plasma Brush Technology,SEMI S234,Visual Inspection,Provided by vendor,Level 2,116,Custom crate,,,127.0
58,2024-06-01 08:00:00,RFS-002,47382,Main chamber body,1,Stainless Steel,Vendor QQ,7346,12 weeks,High,External,B.2,DAS Integration,SEMI S345,Ellipsometry Accuracy Test,Provided by vendor,Level 2,25,Custom packaging,"RoHS, REACH",Safety interlocks during operation,164.0
0,2025-09-01 08:00:00,PDM-002,11223,Hydrogen Gas Activation Unit,1,Software,Vendor AAA,30000,22 weeks,High,External,B.2,RFQ Integration,SEMI S234,Functional Tests,Provided by vendor,Level 2,121,,"RoHS, REACH",Safety interlocks during operation,240.0
10,2023-12-01 08:00:00,ISA-002,49491,Closed-loop coolant system,1,Silicon,Vendor Z,23344,12 weeks,Medium,External,A.1,Ion Implantation Process,SEMI S345,Cleaning Efficiency Test,Provided by vendor,Level 1,61,,"RoHS, REACH",-,90.0
